molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
INSC-44,SARS-CoV-2,10.1101/2020.03.03.972133,computational,OCC1(CCN(CC1)Cc1noc(n1)c1cc(ccc1C)C(=O)N1CCOCC1)CCc1ccc(c(c1)F)O,OCC1(CCN(CC1)Cc1noc(n1)c1cc(ccc1C)C(=O)N1CCOCC1)CCc1ccc(c(c1)F)O,,1,0.3
INSC-45,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(c1cc(O)c(c(c1)F)O)N[C@@H]1CCC[C@@]2(C1)CC[C@H](S(=O)(=O)N2)N1CCN(CC1)c1ccccc1Cl,O=C(c1cc(O)c(c(c1)F)O)N[C@@H]1CCC[C@@]2(C1)CC[C@H](S(=O)(=O)N2)N1CCN(CC1)c1ccccc1Cl,,1,0.3
INSC-46,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCC(=O)N[C@@H](C(=O)Nc1cc(ccc1C)C1=NNS(=O)(=O)C2=C1CCC(=O)N2c1ccc(cc1)F)Cc1ccc(cc1F)C,CCC(=O)N[C@@H](C(=O)Nc1cc(ccc1C)C1=NNS(=O)(=O)C2=C1CCC(=O)N2c1ccc(cc1)F)Cc1ccc(cc1F)C,,1,0.3
INSC-47,SARS-CoV-2,10.1101/2020.03.03.972133,computational,OC[C@@H]1CC[C@H](CC1)N(C(=O)c1nn(c(c1)C)C(=O)CC)c1nc2c(s1)c(ccc2)C(OC)(F)F,OC[C@@H]1CC[C@H](CC1)N(C(=O)c1nn(c(c1)C)C(=O)CC)c1nc2c(s1)c(ccc2)C(OC)(F)F,,1,0.3
INSC-48,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCC(=O)Nc1ccc(cc1)C(=O)N[C@@]1(CC[C@@H](CC1)O)C(=O)Nc1ccc(cc1)C(=O)NCc1ccc(cn1)F,CCC(=O)Nc1ccc(cc1)C(=O)N[C@@]1(CC[C@@H](CC1)O)C(=O)Nc1ccc(cc1)C(=O)NCc1ccc(cn1)F,,1,0.3
INSC-49,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCC(=O)N1C[C@H]([C@](C1)(O)C(=O)Nc1ccc(cc1)c1nnc(o1)C)C(=O)Nc1ccc(cc1)NC,CCC(=O)N1C[C@H]([C@](C1)(O)C(=O)Nc1ccc(cc1)c1nnc(o1)C)C(=O)Nc1ccc(cc1)NC,,1,0.3
INSC-50,SARS-CoV-2,10.1101/2020.03.03.972133,computational,OCCN1CCN(CC1)c1ccccc1NC(=O)c1ccc(cc1)NC(=O)C(NCc1[nH]c2c(c1)cc(cc2)F)(C)C,OCCN1CCN(CC1)c1ccccc1NC(=O)c1ccc(cc1)NC(=O)C(NCc1[nH]c2c(c1)cc(cc2)F)(C)C,,1,0.3
INSC-51,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC[C@@H](c1ccc(cc1)Cl)CC(=O)N(c1sc2c(n1)c(OC)ccc2O)CCN1CC[C@@]21C[C@H]2N,CC[C@@H](c1ccc(cc1)Cl)CC(=O)N(c1sc2c(n1)c(OC)ccc2O)CCN1CC[C@@]21C[C@H]2N,,1,0.3
INSC-52,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(NCC1(N)CC1)NCc1c(C)cc(cc1F)C(=O)N[C@H](c1c(Cl)cccc1C(F)(F)F)[C@@H]1CCCO1,O=C(NCC1(N)CC1)NCc1c(C)cc(cc1F)C(=O)N[C@H](c1c(Cl)cccc1C(F)(F)F)[C@@H]1CCCO1,,1,0.3
INSC-53,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC(CNC(=O)[C@H](N1C(=O)N[C@@](c2c1cc(cc2)C(=O)N1CCCC1)(Cc1ccc(cc1)F)C(=O)NCC1(O)CCC(CC1)(F)F)c1ccc(cc1)O)C,CC(CNC(=O)[C@H](N1C(=O)N[C@@](c2c1cc(cc2)C(=O)N1CCCC1)(Cc1ccc(cc1)F)C(=O)NCC1(O)CCC(CC1)(F)F)c1ccc(cc1)O)C,,1,0.3
INSC-54,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(Nc1ccc(c2c1CCC2)NC(=O)C(C(=O)N1CCC[C@H]1C(=O)c1ccc(cc1Cl)O)(C)C)Nc1ccc(cc1)F,O=C(Nc1ccc(c2c1CCC2)NC(=O)C(C(=O)N1CCC[C@H]1C(=O)c1ccc(cc1Cl)O)(C)C)Nc1ccc(cc1)F,,1,0.3
INSC-55,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CNc1ccc(c(c1)OC[C@H]([C@@H]1C[C@H](C1)CC(=O)n1nnc2c1ccc(c2OC(c1ccc(cc1)OC)(F)F)O)O)F,CNc1ccc(c(c1)OC[C@H]([C@@H]1C[C@H](C1)CC(=O)n1nnc2c1ccc(c2OC(c1ccc(cc1)OC)(F)F)O)O)F,,1,0.3
INSC-56,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCOC(=O)c1noc(n1)[C@H](c1cc(O)ccc1OC1(CCCC1)C1CC1)N[C@@H](CCc1ncc([nH]1)C)C,CCOC(=O)c1noc(n1)[C@H](c1cc(O)ccc1OC1(CCCC1)C1CC1)N[C@@H](CCc1ncc([nH]1)C)C,,1,0.3
INSC-57,SARS-CoV-2,10.1101/2020.03.03.972133,computational,C[C@@H](CCc1cc(O)cc(c1Cl)c1nc(=O)n(c2c1C(=O)N([C@H]2N(Cc1ccccc1F)C)C)C)N,C[C@@H](CCc1cc(O)cc(c1Cl)c1nc(=O)n(c2c1C(=O)N([C@H]2N(Cc1ccccc1F)C)C)C)N,,1,0.3
INSC-58,SARS-CoV-2,10.1101/2020.03.03.972133,computational,Oc1cc(CC[C@@](CCc2ccc(c(c2)F)O)(N)C)c(c(c1)c1ncc(=O)n2c1C(=O)C[C@@]12COCCO1)C,Oc1cc(CC[C@@](CCc2ccc(c(c2)F)O)(N)C)c(c(c1)c1ncc(=O)n2c1C(=O)C[C@@]12COCCO1)C,,1,0.3
INSC-59,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NCCNS(=O)(=O)c1ccc2c(c1)CN(C[C@]2(C)C(=O)c1cnc2n1ccc(c2)O)Cc1ccc(s1)C,NCCNS(=O)(=O)c1ccc2c(c1)CN(C[C@]2(C)C(=O)c1cnc2n1ccc(c2)O)Cc1ccc(s1)C,,1,0.3
INSC-60,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCNC(=O)c1ccc(c(c1)NC(=O)c1ccc(cc1)[C@](c1ccc(cc1F)O[C@@H](C(=O)N[C@H]1CCS(=O)(=O)C1)CC)(O)C)C,CCNC(=O)c1ccc(c(c1)NC(=O)c1ccc(cc1)[C@](c1ccc(cc1F)O[C@@H](C(=O)N[C@H]1CCS(=O)(=O)C1)CC)(O)C)C,,1,0.3
INSC-61,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NC(=O)Nc1ccc(cc1)[C@@H](c1c(nc2c(c1CN1CCCC1)cccc2)C(=O)N1CC[C@H]([C@@](C1)(C)O)Cc1ccc(cc1)F)O,NC(=O)Nc1ccc(cc1)[C@@H](c1c(nc2c(c1CN1CCCC1)cccc2)C(=O)N1CC[C@H]([C@@](C1)(C)O)Cc1ccc(cc1)F)O,,1,0.3
INSC-62,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O[C@H]1CC[C@@H](C1)N[C@H](C1(CCN(CC1)C)Cc1onc(c1)c1ccc(cc1F)F)C(=O)Nc1cc(n(c1)C)O,O[C@H]1CC[C@@H](C1)N[C@H](C1(CCN(CC1)C)Cc1onc(c1)c1ccc(cc1F)F)C(=O)Nc1cc(n(c1)C)O,,1,0.3
INSC-63,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COc1ccc(cc1C[C@]1(COCC1)CNC(=O)c1scc(n1)C(=O)OCCNc1ccc(nc1)C)O,COc1ccc(cc1C[C@]1(COCC1)CNC(=O)c1scc(n1)C(=O)OCCNc1ccc(nc1)C)O,,1,0.3
INSC-64,SARS-CoV-2,10.1101/2020.03.03.972133,computational,Fc1ccc2c(c1)NC(=O)[C@H]2CC(=O)N1CCC(CC1)(O)c1ccc2c(c1)nc([nH]2)c1ccc(cc1O)F,Fc1ccc2c(c1)NC(=O)[C@H]2CC(=O)N1CCC(CC1)(O)c1ccc2c(c1)nc([nH]2)c1ccc(cc1O)F,,1,0.3
INSC-65,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O[C@@H]1CC[C@H](CC1)NC(=O)[C@@H](S(=O)(=O)c1ccc(c(c1)C)NC(=O)NCc1ccc(cc1)C(F)(F)F)C,O[C@@H]1CC[C@H](CC1)NC(=O)[C@@H](S(=O)(=O)c1ccc(c(c1)C)NC(=O)NCc1ccc(cc1)C(F)(F)F)C,,1,0.3
INSC-66,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COc1cc(O)ccc1CNC(=O)c1cc(ccc1NC(=O)CC1CC1)N1C(=O)N[C@@](C1=O)(C)c1ccc(cc1)F,COc1cc(O)ccc1CNC(=O)c1cc(ccc1NC(=O)CC1CC1)N1C(=O)N[C@@](C1=O)(C)c1ccc(cc1)F,,1,0.3
INSC-67,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CN1CCC(=CC1)Cc1ccncc1S(=O)(=O)c1ncccc1O[C@@H]1CCN(C1)[C@@H](C(=O)Nc1ccc(c(c1)F)C1(C)CCOCC1)C,CN1CCC(=CC1)Cc1ccncc1S(=O)(=O)c1ncccc1O[C@@H]1CCN(C1)[C@@H](C(=O)Nc1ccc(c(c1)F)C1(C)CCOCC1)C,,1,0.3
INSC-68,SARS-CoV-2,10.1101/2020.03.03.972133,computational,OCc1nsc(c1C(=O)N[C@H]1COCC1)N[C@H]1CCCC[C@H]1C(=O)Nc1c(C)sc2c1cccc2,OCc1nsc(c1C(=O)N[C@H]1COCC1)N[C@H]1CCCC[C@H]1C(=O)Nc1c(C)sc2c1cccc2,,1,0.3
INSC-69,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COCC(=O)N[C@@]1(CC[C@H](C1)O)C(=O)Nc1ccc(cc1OC)CNc1cc([nH]c1C)c1ccc(cc1)F,COCC(=O)N[C@@]1(CC[C@H](C1)O)C(=O)Nc1ccc(cc1OC)CNc1cc([nH]c1C)c1ccc(cc1)F,,1,0.3
INSC-70,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NC[C@H]1CCN(C1)C(=O)c1cc(ccc1NC(=O)N1CCCC1)C(=O)NCc1ccc(cc1)C(F)(F)F,NC[C@H]1CCN(C1)C(=O)c1cc(ccc1NC(=O)N1CCCC1)C(=O)NCc1ccc(cc1)C(F)(F)F,,1,0.3
INSC-71,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CNCc1cccn1c1ccc(c(c1)F)NC(=O)[C@@H]1C[C@@H](CN1c1cccc(c1)NC(=O)Nc1ccc2c(c1)OCCO2)O,CNCc1cccn1c1ccc(c(c1)F)NC(=O)[C@@H]1C[C@@H](CN1c1cccc(c1)NC(=O)Nc1ccc2c(c1)OCCO2)O,,1,0.3
INSC-72,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CNc1cc(n2c1cncc2)NC(=O)[C@@H](C1(CCN(CC1)C(=O)C)Cc1onc(c1)c1ccc(cc1F)F)N[C@H]1CC[C@@H](C1)O,CNc1cc(n2c1cncc2)NC(=O)[C@@H](C1(CCN(CC1)C(=O)C)Cc1onc(c1)c1ccc(cc1F)F)N[C@H]1CC[C@@H](C1)O,,1,0.3
INSC-73,SARS-CoV-2,10.1101/2020.03.03.972133,computational,Fc1cc2c(c(c1)c1cncc(c1C)CCC1(N)COC1)C(=O)NC12CCCCC1,Fc1cc2c(c(c1)c1cncc(c1C)CCC1(N)COC1)C(=O)NC12CCCCC1,,1,0.3
INSC-74,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COc1ccc(cc1)[C@H]1C[C@]1(N)CCc1cc(O)cc(c1C)c1nc2N(C)C(=O)C[C@@H](c2c(=O)[nH]1)C(F)(F)F,COc1ccc(cc1)[C@H]1C[C@]1(N)CCc1cc(O)cc(c1C)c1nc2N(C)C(=O)C[C@@H](c2c(=O)[nH]1)C(F)(F)F,,1,0.3
INSC-75,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CNC(=O)[C@@H](c1cncc(c1)C1(N)CC1)N[C@@H]([C@@H]1Cc2c(C1)cccc2NC(=O)N1CC(C1)O)C,CNC(=O)[C@@H](c1cncc(c1)C1(N)CC1)N[C@@H]([C@@H]1Cc2c(C1)cccc2NC(=O)N1CC(C1)O)C,,1,0.3
INSC-76,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O[C@H]1[C@H](CC21C[C@H](C2)CC(=O)n1cnc2c1cccc2C#Cc1ccncc1)C(=O)N(C1CC1)C,O[C@H]1[C@H](CC21C[C@H](C2)CC(=O)n1cnc2c1cccc2C#Cc1ccncc1)C(=O)N(C1CC1)C,,1,0.3
INSC-77,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(C1CCC1)N[C@@H]1CCC[C@@]2(C1)C[C@@H](S(=O)(=O)N2)N1CCN(CC1)c1cccnc1,O=C(C1CCC1)N[C@@H]1CCC[C@@]2(C1)C[C@@H](S(=O)(=O)N2)N1CCN(CC1)c1cccnc1,,1,0.3
INSC-78,SARS-CoV-2,10.1101/2020.03.03.972133,computational,Fc1cc(cc(c1)c1ccc(cc1C)F)C(=O)Nc1cccc(c1)NC(=O)C1(N)CC1,Fc1cc(cc(c1)c1ccc(cc1C)F)C(=O)Nc1cccc(c1)NC(=O)C1(N)CC1,,1,0.3
INSC-79,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COc1cc(F)ccc1[C@H](C(=O)NCC(=O)N1CC[C@H](C1)c1ccc2c(c1)nc([nH]2)c1ccc(cc1C)F)CNC(C)C,COc1cc(F)ccc1[C@H](C(=O)NCC(=O)N1CC[C@H](C1)c1ccc2c(c1)nc([nH]2)c1ccc(cc1C)F)CNC(C)C,,1,0.3
INSC-80,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NCc1ccc(cc1)N[C@@H]1NC(=O)N(C21CCC2)C[C@H]([C@H](Cc1ccc(cc1)F)NC(=O)C1CC1)O,NCc1ccc(cc1)N[C@@H]1NC(=O)N(C21CCC2)C[C@H]([C@H](Cc1ccc(cc1)F)NC(=O)C1CC1)O,,1,0.3
INSC-81,SARS-CoV-2,10.1101/2020.03.03.972133,computational,COc1cc(O)ccc1NC(=O)N(CC(=O)N(C1(C)CC1)Cc1nccc(c1)C)CCN1CCOCC1,COc1cc(O)ccc1NC(=O)N(CC(=O)N(C1(C)CC1)Cc1nccc(c1)C)CCN1CCOCC1,,1,0.3
INSC-82,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CN1CCC(CC1)c1nccc(c1C(=O)CCCc1ccc2c(c1)S(=O)(=O)CCN2C(=O)Cc1ccc(cc1)O)c1ccc(cc1)F,CN1CCC(CC1)c1nccc(c1C(=O)CCCc1ccc2c(c1)S(=O)(=O)CCN2C(=O)Cc1ccc(cc1)O)c1ccc(cc1)F,,1,0.3
INSC-83,SARS-CoV-2,10.1101/2020.03.03.972133,computational,OCC(c1cccc2c1CN(CC12CN(C1)C)C(=O)N[C@@H]([C@H]1CCOC1)CCC1(N)CC1)c1[nH]c2c(n1)ccc(c2)F,OCC(c1cccc2c1CN(CC12CN(C1)C)C(=O)N[C@@H]([C@H]1CCOC1)CCC1(N)CC1)c1[nH]c2c(n1)ccc(c2)F,,1,0.3
INSC-84,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NCC(=O)c1c(F)cccc1N(C(=O)Nc1ccc2c(c1)[C@H](CC2)C(=O)c1ccc2c(c1)CCN2)C,NCC(=O)c1c(F)cccc1N(C(=O)Nc1ccc2c(c1)[C@H](CC2)C(=O)c1ccc2c(c1)CCN2)C,,1,0.3
INSC-85,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(Nc1c(O)ccc(c1C)O)Nc1ccc2c(c1)[C@H](OC2)C(=O)c1c(cncc1C1CCNCC1)Nc1ccc(cc1F)F,O=C(Nc1c(O)ccc(c1C)O)Nc1ccc2c(c1)[C@H](OC2)C(=O)c1c(cncc1C1CCNCC1)Nc1ccc(cc1F)F,,1,0.3
INSC-86,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCC(=O)N[C@H]([C@@H](C[C@H]1CCC2=C1S(=O)(=O)N=C(N2)c1cccc(c1)Cc1cc(F)c(c(c1)F)N1CCN(CC1)C)O)Cc1ccc(cc1)F,CCC(=O)N[C@H]([C@@H](C[C@H]1CCC2=C1S(=O)(=O)N=C(N2)c1cccc(c1)Cc1cc(F)c(c(c1)F)N1CCN(CC1)C)O)Cc1ccc(cc1)F,,1,0.3
INSC-87,SARS-CoV-2,10.1101/2020.03.03.972133,computational,C[C@@H](Cc1cccc(c1)F)NC[C@@H]1COCC[C@@]21NC(=O)N(C2=O)c1ccc(cc1Cl)CNC(=O)C1CC1,C[C@@H](Cc1cccc(c1)F)NC[C@@H]1COCC[C@@]21NC(=O)N(C2=O)c1ccc(cc1Cl)CNC(=O)C1CC1,,1,0.3
INSC-88,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CCS(=O)(=O)N1CCc2c1ccc1c2[C@H](CC1)C(=O)c1c(cncc1c1cccc(c1C)F)C1CCN(CC1)C,CCS(=O)(=O)N1CCc2c1ccc1c2[C@H](CC1)C(=O)c1c(cncc1c1cccc(c1C)F)C1CCN(CC1)C,,1,0.3
INSC-89,SARS-CoV-2,10.1101/2020.03.03.972133,computational,N[C@@H](Cc1ccc([nH]1)C)CCNC1=CC=C(S(=O)(=O)N1C)c1cc(NC(=O)C2CC2)c(cc1Cl)C,N[C@@H](Cc1ccc([nH]1)C)CCNC1=CC=C(S(=O)(=O)N1C)c1cc(NC(=O)C2CC2)c(cc1Cl)C,,1,0.3
INSC-90,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC(C[C@@H]1NC(=O)[C@H](CCOCc2n(C[C@H](NC1=O)/C=C/C(=O)OCc1ccccc1)c(=O)[nH]c2)NC(=O)[C@H](C(F)(F)F)N)C,CC(C[C@@H]1NC(=O)[C@H](CCOCc2n(C[C@H](NC1=O)/C=C/C(=O)OCc1ccccc1)c(=O)[nH]c2)NC(=O)[C@H](C(F)(F)F)N)C,,1,0.3
INSC-91,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C(/C=C/[C@@H]1CN2C[C@H](CCC[C@@H](C(=O)N[C@H](C(=O)N1)CC(C)C)NC(=O)[C@@H](Nc1ccccc1)C)CNC2=O)OCc1ccccc1,O=C(/C=C/[C@@H]1CN2C[C@H](CCC[C@@H](C(=O)N[C@H](C(=O)N1)CC(C)C)NC(=O)[C@@H](Nc1ccccc1)C)CNC2=O)OCc1ccccc1,,1,0.3
INSC-92,SARS-CoV-2,10.1101/2020.03.03.972133,computational,O=C([C@H](C(F)(F)F)Nc1ccccc1)N[C@H]1CCC[C@@H]2CNC(=O)N(C2)C[C@H](NC(=O)[C@@H](NC1=O)CC(F)(C)C)/C=C/C(=O)c1cnn[nH]1,O=C([C@H](C(F)(F)F)Nc1ccccc1)N[C@H]1CCC[C@@H]2CNC(=O)N(C2)C[C@H](NC(=O)[C@@H](NC1=O)CC(F)(C)C)/C=C/C(=O)c1cnn[nH]1,,1,0.3
INSC-93,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC[C@@H](Nc1nc(nc2c1C(=O)C(=C)C[C@]1(O2)CCNC1=O)c1ccc([nH]1)[C@@H](NC(=O)c1nccs1)CC)C,CC[C@@H](Nc1nc(nc2c1C(=O)C(=C)C[C@]1(O2)CCNC1=O)c1ccc([nH]1)[C@@H](NC(=O)c1nccs1)CC)C,,1,0.3
INSC-94,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC(CNc1nc(nc2c1C(=O)C(=C)C(=O)[C@]1(O2)CCNC1=O)C(=O)NC[C@H](C(F)(F)F)O)C,CC(CNc1nc(nc2c1C(=O)C(=C)C(=O)[C@]1(O2)CCNC1=O)C(=O)NC[C@H](C(F)(F)F)O)C,,1,0.3
INSC-95,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CC(CNc1nc(nc2c1C(=O)C(=C)C(=O)[C@]1(O2)CCNC1=O)n1c(C)cc2c1cccc2)C,CC(CNc1nc(nc2c1C(=O)C(=C)C(=O)[C@]1(O2)CCNC1=O)n1c(C)cc2c1cccc2)C,,1,0.3
INSC-96,SARS-CoV-2,10.1101/2020.03.03.972133,computational,NCC(=O)N[C@@]12CCN(C1)CCC/C=C/C[C@H](NC(=O)[C@@H](NC2=O)CC(C)C)/C=C/C(=O)OCc1ccccc1,NCC(=O)N[C@@]12CCN(C1)CCC/C=C/C[C@H](NC(=O)[C@@H](NC2=O)CC(C)C)/C=C/C(=O)OCc1ccccc1,,1,0.3
INSC-97,SARS-CoV-2,10.1101/2020.03.03.972133,computational,CN[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C/C=C\CC[C@H]2[C@@H]1C2)/C=C/C(=O)OCc1ccccc1,CN[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C/C=C\CC[C@H]2[C@@H]1C2)/C=C/C(=O)OCc1ccccc1,,1,0.3
Glycyrrhizin,SARS,10.1016/j.jcv.2004.03.003,experimental,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,14982,1,0.3
Ribavirin,SARS,10.1016/j.jcv.2004.03.003,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,1,0.3
Lopinavir,SARS,10.1016/j.jcv.2004.03.003,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,1,0.3
Rimantadine,SARS,10.1016/j.jcv.2004.03.003,experimental,CC(C12CC3CC(C1)CC(C3)C2)N,CC(C12CC3CC(C2)CC(C1)C3)N,5071,1,0.3
Baicalin,SARS,10.1016/j.jcv.2004.03.003,experimental,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,64982,1,0.3
Dihydrotanshinone,MERS,10.1016/j.ijantimicag.2018.05.003,experimental,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C(C=CC=C43)C,CC1COC2=C1C(=O)C(=O)c1c2ccc2c1cccc2C,5316743,1,0.3
Ribavirin,SARS,10.1371/journal.pmed.0030343,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,1,0.3
Lopinavir,SARS,10.1371/journal.pmed.0030343,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,1,0.3
Ribavirin,MERS,10.1038/nrd.2015.37,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,1,0.3
Lopinavir,MERS,10.1038/nrd.2015.37,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,1,0.3
ritonavir,MERS,10.1038/nrd.2015.37,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,1,0.3
hydrocortisone,MERS,10.1038/nrd.2015.37,experimental,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C,5754,1,0.3
methylprednisolone,MERS,10.1038/nrd.2015.37,experimental,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741,1,0.3
Nitazoxanide A,MERS,10.1038/nrd.2015.37,experimental,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],,1,0.3
Chlorpromazine,MERS,10.1038/nrd.2015.37,experimental,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,2726,1,0.3
Ouabain,MERS,10.1038/nrd.2015.37,experimental,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,OCC12C(O)CC(CC2(O)CCC2C1C(O)CC1(C2(O)CCC1C1=CC(=O)OC1)C)OC1OC(C)C(C(C1O)O)O,439501,1,0.3
Bufalin,MERS,10.1038/nrd.2015.37,experimental,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=COC(=O)C=C5)O)C)O,OC1CCC2(C(C1)CCC1C2CCC2(C1(O)CCC2c1ccc(=O)oc1)C)C,9547215,1,0.3
Chloroquine,MERS,10.1038/nrd.2015.37,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719,1,0.3
Camostat mesylate,MERS,10.1038/nrd.2015.37,experimental,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N.CS(=O)(=O)O,CS(=O)(=O)O.CN(C(=O)COC(=O)Cc1ccc(cc1)OC(=O)c1ccc(cc1)N=C(N)N)C,5284360,1,0.3
Trametinib,MERS,10.1038/nrd.2015.37,experimental,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,CC(=O)Nc1cccc(c1)n1c(=O)n(C2CC2)c(=O)c2c1c(C)c(=O)n(c2Nc1ccc(cc1F)I)C,11707110,1,0.3
Selumetinib,MERS,10.1038/nrd.2015.37,experimental,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,OCCONC(=O)c1cc2n(C)cnc2c(c1Nc1ccc(cc1Cl)Br)F,10127622,1,0.3
