id,molecule,virus,reference,type,smiles,pubchem_id,similarity_calculated
265,Ademetionine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C[S+](CC1OC(C(C1O)O)n1cnc2c1ncnc2N)CCC(C(=O)[O-])N,34755.0,1
266,Masoprocol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C(Cc1ccc(c(c1)O)O)C)Cc1ccc(c(c1)O)O,71398.0,1
267,Isotretinoin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=CC=CC(=CC(=O)O)C)C=CC1=C(C)CCCC1(C)C,5282379.0,1
268,Dantrolene,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C1CN(C(=O)N1)N=Cc1ccc(o1)c1ccc(cc1)[N+](=O)[O-],6914273.0,1
269,Sulfasalazine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)c1cc(N=Nc2ccc(cc2)S(=O)(=O)Nc2ccccn2)ccc1O,5339.0,1
270,Silybin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O,31553.0,1
271,Nicardipine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,4474.0,1
272,Sildenafil,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCc1nn(c2c1nc([nH]c2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)C)C,135398744.0,1
273,Platycodin D,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1(CO)C(OC2OC(CO)C(C(C2O)O)O)C(O)CC2(C1CCC1(C2CC=C2C1(C)CC(O)C1(C2CC(CC1)(C)C)C(=O)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)OC1OCC(C(C1O)OC1OCC(C1O)(O)CO)O)O)O)C)C,162859.0,1
274,Chrysin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,5281607.0,1
275,Neohesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,442439.0,1
276,Baicalin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,64982.0,1
277,(–)-Epigallocatechin gallate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C1OCC23C1c1ccccc1N3C(=O)c1c(N2)cccc1,,1
278,Phaitanthrin D,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C1OCC23C1c1ccccc1N3C(=O)c1c(N2)cccc1,24970703.0,1
279,Piceatannol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1cc(C=Cc2ccc(c(c2)O)O)cc(c1)O,667639.0,1
280,Rosmarinic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(OC(C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,5281792.0,1
281,Magnolol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C=CCc1ccc(c(c1)c1cc(CC=C)ccc1O)O,72300.0,1
282,Lymecycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(C(=O)O)CCCCNCNC(=O)C1=C(O)C2(C(C(C1=O)N(C)C)CC1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O,54707177.0,1
283,Chlorhexidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=NCCCCCCN=C(N=C(Nc1ccc(cc1)Cl)N)N)N=C(Nc1ccc(cc1)Cl)N,9552079.0,1
284,Alfuzosin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)C1CCCO1)C,2092.0,1
285,Cilastatin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)C(CSCCCCC=C(C(=O)O)NC(=O)C1CC1(C)C)N,6435415.0,1
286,Famotidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=Nc1scc(n1)CSCCC(=NS(=O)(=O)N)N)N,5702160.0,1
287,Almitrine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C=CCNc1nc(nc(n1)NCC=C)N1CCN(CC1)C(c1ccc(cc1)F)c1ccc(cc1)F,33887.0,1
288,Progabide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=O)CCCN=C(c1cc(F)ccc1O)c1ccc(cc1)Cl,44115.0,1
289,Nepafenac,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=O)Cc1cccc(c1N)C(=O)c1ccccc1,151075.0,1
290,Carvedilol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O,2585.0,1
291,Amprenavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,65016.0,1
292,Tigecycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(Nc1cc(N(C)C)c2c(c1O)C(=C1C(C2)CC2C(C1=O)(O)C(=C(C(=O)C2N(C)C)C(=O)N)O)O)CNC(C)(C)C,54686904.0,1
293,Demeclocycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(C1C(=O)C(=C(C2(C1CC1C(=C(O)c3c(C1O)c(Cl)ccc3O)C2=O)O)O)C(=O)N)C,54680690.0,1
294,Montelukast,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)CC1(CSC(c2cccc(c2)C=Cc2ccc3c(n2)cc(cc3)Cl)CCc2ccccc2C(O)(C)C)CC1,5281040.0,1
295,Carminic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C(C1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,10255083.0,1
296,Mimosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)C(Cn1ccc(=O)c(c1)O)N,3862.0,1
297,Flavin mononucleotide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=c1[nH]c(=O)c2c(n1)n(CC(C(C(COP(=O)(O)O)O)O)O)c1c(n2)cc(c(c1)C)C,,1
298,Lutein,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(CC1(C)C)O)C)C)C=CC=C(C=CC1C(=CC(CC1(C)C)O)C)C,,1
299,Cefpiramide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1ccc(cc1)C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,5281243.0,1
300,Phenethicillin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C)Oc1ccccc1,636405.0,1
301,Candoxatril,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COCCOCC(C(=O)Oc1ccc2c(c1)CCC2)CC1(CCCC1)C(=O)NC1CCC(CC1)C(=O)O,272833.0,1
302,Nicardipine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C,5362417.0,1
303,Estradiol valerate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCC(=O)OC1CCC2C1(C)CCC1C2CCc2c1ccc(c2)O,4474.0,1
304,Pioglitazone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,13791.0,1
305,Conivaptan,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Cc1[nH]c2c(n1)c1ccccc1N(CC2)C(=O)c1ccc(cc1)NC(=O)c1ccccc1c1ccccc1,4829.0,1
306,Telmisartan,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,151171.0,1
307,Doxycycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(C1C(=O)C(=C(C2(C1C(O)C1C(C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,65999.0,1
308,Oxytetracycline,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(C1C(=O)C(=C(C2(C1C(O)C1C(=C(O)c3c(C1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,54671203.0,1
309,Valganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,54675779.0,1
310,Chlorhexidine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=NCCCCCCN=C(N=C(Nc1ccc(cc1)Cl)N)N)N=C(Nc1ccc(cc1)Cl)N,135413535.0,1
311,Ceftibuten,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)CC=C(C(=O)NC1C(=O)N2C1SCC=C2C(=O)O)c1csc(n1)N,9552079.0,1
312,Fenoterol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(Cc1ccc(cc1)O)NCC(c1cc(O)cc(c1)O)O,5282242.0,1
313,Fludarabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C1O)O)n1cnc2c1nc(F)nc2N,3343.0,1
314,Itraconazole,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,657237.0,1
315,Cefuroxime,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CON=C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N)c1ccco1,3793.0,1
316,Atovaquone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Clc1ccc(cc1)C1CCC(CC1)C1=C(O)c2c(C(=O)C1=O)cccc2,5479529.0,1
317,Chenodeoxycholic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC1CCC2(C(C1)CC(C1C2CCC2(C1CCC2C(CCC(=O)O)C)C)O)C,74989.0,1
318,Cromolyn,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1cccc2c1c(=O)cc(o2)C(=O)O,10133.0,1
319,Pancuronium bromide,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=O)OC1CC2CCC3C(C2(CC1[N+]1(C)CCCCC1)C)CCC1(C3CC(C1OC(=O)C)[N+]1(C)CCCCC1)C.[Br-].[Br-],2882.0,1
320,Cortisone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(=O)C1(O)CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)CCC12C,27350.0,1
321,Tibolone,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,C#CC1(O)CCC2C1(C)CCC1C2C(C)CC2=C1CCC(=O)C2,222786.0,1
322,Novobiocin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC1C(OC(=O)N)C(O)C(OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,444008.0,1
323,Silybin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1Oc2ccc(cc2OC1c1ccc(c(c1)OC)O)C1Oc2cc(O)cc(c2C(=O)C1O)O,54675769.0,1
324,Idarubicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC1C(N)CC(OC1C)OC1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,31553.0,1
325,Bromocriptine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)C(C)C)O)C,42890.0,1
326,Diphenoxylate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1,31101.0,1
327,Benzylpenicilloyl G,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(NC(C1NC(C(S1)(C)C)C(=O)O)C(=O)NCCCCCC(=O)O)Cc1ccccc1,13505.0,1
328,Dabigatran etexilate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCCCCOC(=O)N=C(c1ccc(cc1)NCc1nc2c(n1C)ccc(c2)C(=O)N(c1ccccn1)CCC(=O)OCC)N,119212.0,1
329,Betulonal,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=CC12CCC(C2C2C(CC1)(C)C1(C)CCC3C(C1CC2)(C)CCC(=O)C3(C)C)C(=C)C,,1
330,Andrographiside,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(OCC2(C)C(O)CCC3(C2CCC(=C)C3CC=C2C(O)COC2=O)C)C(C(C1O)O)O,,1
331,Cerevisterol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC1CCC2(C(C1)(O)C(O)C=C1C2CCC2(C1CCC2C(C=CC(C(C)C)C)C)C)C,,1
332,Hesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1ccc(cc1O)C1CC(=O)c2c(O1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,10181133.0,1
333,Neohesperidin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(Oc2cc3OC(CC(=O)c3c(c2)O)c2ccc(c(c2)O)OC)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,10621.0,1
334,Andrograpanin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1(C)CCCC2(C1CCC(=C)C2CCC1=CCOC1=O)C,442439.0,1
335,Cosmosiin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)C(C(C1O)O)O,,1
336,Biorobin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O)O,,1
337,Gnidicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC12OC1C1C3OC4(OC1(C1C(C2O)(O)C(=O)C(=C1)C)C(C(C3(O4)C(=C)C)OC(=O)C=Cc1ccccc1)C)c1ccccc1,12313332.0,1
338,Rosmarinic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(OC(C(=O)O)Cc1ccc(c(c1)O)O)C=Cc1ccc(c(c1)O)O,,1
339,Oleanolic acid,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,,1
340,Stigmast-5-en-3-ol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,10494.0,1
341,Berchemol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1cc(ccc1O)CC1COC(C1(O)CO)c1ccc(c(c1)OC)O,,1
342,Betulonal,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=CC12CCC(C2C2C(CC1)(C)C1(C)CCC3C(C1CC2)(C)CCC(=O)C3(C)C)C(=C)C,14521044.0,1
343,Gnidicin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC12OC1C1C3OC4(OC1(C1C(C2O)(O)C(=O)C(=C1)C)C(C(C3(O4)C(=C)C)OC(=O)C=Cc1ccccc1)C)c1ccccc1,473111.0,1
344,Gniditrin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC=CC=CC=CC(=O)OC1C(C)C23OC4(OC1(C(=C)C)C(C2C1OC1(C(C1(C3C=C(C1=O)C)O)O)CO)O4)c1ccccc1,,1
345,"Theaflavin 3,3′-di-O-gallate",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Oc1cc2OC(C(Cc2c(c1)O)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(=O)c2c(c1)c(cc(c2O)O)C1Oc2cc(O)cc(c2CC1OC(=O)c1cc(O)c(c(c1)O)O)O,,1
346,Phyllaemblicin B,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(OC(=O)C2CC(O)C3(C(C2)OC2(C3=O)OCC(C(C2)OC(=O)c2ccccc2)C)O)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O,,1
347,Andrographiside,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(OCC2(C)C(O)CCC3(C2CCC(=C)C3CC=C2C(O)COC2=O)C)C(C(C1O)O)O,,1
348,Baicalin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,44593583.0,1
349,"1,7-Dihydroxy-3-methoxyxanthone",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1cc(O)c2c(c1)oc1c(c2=O)cc(cc1)O,,1
350,Emtricitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1nc(=O)n(cc1F)C1CSC(O1)CO,,1
351,Tenofovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,,1
352,Efavirenz,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,FC(C1(C#CC2CC2)OC(=O)Nc2c1cc(Cl)cc2)(F)F,,1
353,Nevirapine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,60877.0,1
354,Saquinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC(=O)CC(C(=O)NC(C(CN1CC2CCCCC2CC1C(=O)NC(C)(C)C)O)Cc1ccccc1)NC(=O)c1ccc2c(n1)cccc2,464205.0,1
355,Indinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1)CC(C(=O)NC1C(O)Cc2c1cccc2)Cc1ccccc1,64139.0,1
356,Nelfinavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,4463.0,1
357,Atazanavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,441243.0,1
358,Tipranavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC1(CCc2ccccc2)CC(=C(C(=O)O1)C(c1cccc(c1)NS(=O)(=O)c1ccc(cn1)C(F)(F)F)CC)O,5362440.0,1
359,Abacavir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,64143.0,1
360,Doravirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,N#Cc1cc(cc(c1)Cl)Oc1c(=O)n(ccc1C(F)(F)F)Cc1n[nH]c(=O)n1C,148192.0,1
361,Etravirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,N#Cc1ccc(cc1)Nc1nc(N)c(c(n1)Oc1c(C)cc(cc1C)C#N)Br,54682461.0,1
362,Rilpivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,N#CC=Cc1cc(C)c(c(c1)C)Nc1ccnc(n1)Nc1ccc(cc1)C#N,441300.0,1
363,Dolutegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Fc1ccc(c(c1)F)CNC(=O)c1cn2CC3OCCC(N3C(=O)c2c(c1=O)O)C,58460047.0,1
364,Raltegravir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Fc1ccc(cc1)CNC(=O)c1nc(n(c(=O)c1O)C)C(NC(=O)c1nnc(o1)C)(C)C,193962.0,1
365,Penciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(CCn1cnc2c1nc(N)[nH]c2=O)CO,6451164.0,1
366,Cytarabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C1O)O)n1ccc(nc1=O)N,54726191.0,1
367,Cidofovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(Cn1ccc(nc1=O)N)OCP(=O)(O)O,54671008.0,1
368,Tromantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CN(CCOCC(=O)NC12CC3CC(C2)CC(C1)C3)C,135398748.0,1
369,Imiquimod,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(Cn1cnc2c1c1ccccc1nc2N)C,6253.0,1
370,Podophyllotoxin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,60613.0,1
371,Adefovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,64377.0,1
372,Clevudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C1O)F)n1cc(C)c(=O)[nH]c1=O,57469.0,1
373,Telbivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,10607.0,1
374,Ribavirin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,60172.0,1
375,Boceprevir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(NC(C)(C)C)NC(C(C)(C)C)C(=O)N1CC2C(C1C(=O)NC(C(=O)C(=O)N)CC1CCC1)C2(C)C,73115.0,1
376,Telaprevir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C1C2CCCC2CN1C(=O)C(C(C)(C)C)NC(=O)C(C1CCCCC1)NC(=O)c1nccnc1,159269.0,1
377,Arbidol,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,37542.0,1
378,Inosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1OC(C(C1O)O)n1cnc2c1nc[nH]c2=O,10324367.0,1
379,Rimantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C12CC3CC(C2)CC(C1)C3)N,3010818.0,1
380,Amantadine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,NC12CC3CC(C2)CC(C1)C3,131411.0,1
381,Maraviroc,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(C1CCC(CC1)(F)F)NC(c1ccccc1)CCN1C2CCC1CC(C2)n1c(C)nnc1C(C)C,135398641.0,1
382,Zanamivir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(C(C1OC(=CC(C1NC(=O)C)N=C(N)N)C(=O)O)O)O,5071.0,1
383,Acyclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCCOCn1cnc2c1nc(N)[nH]c2=O,2130.0,1
384,Ganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,3002977.0,1
385,Valganciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(OCn1cnc2c1nc(N)[nH]c2=O)COC(=O)C(C(C)C)N,60855.0,1
386,Valaciclovir,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(C(C(=O)OCCOCn1cnc2c1nc(N)[nH]c2=O)N)C,135398513.0,1
387,Suramin,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=C(Nc1cccc(c1)C(=O)Nc1cc(ccc1C)C(=O)Nc1ccc(c2c1c(cc(c2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)Nc1cccc(c1)C(=O)Nc1cc(ccc1C)C(=O)Nc1ccc(c2c1c(cc(c2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,135398740.0,1
388,"DHPA (S)-9-(2,3-Dihydroxypropyl)adenine",SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(Cn1cnc2c1ncnc2N)O,135413535.0,1
389,BVDU Brivudine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Br/C=C/c1cn([C@H]2C[C@@H]([C@H](O2)CO)O)c(=O)nc1O,135398742.0,1
390,ACV triphosphate Acycloguanosine triphosphate,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1[nH]c(=O)c2c(n1)n(COCCOP(=O)(OP(=O)(OP(=O)(O)O)O)O)cn2,,1
391,(S)-HPMPA (S)-9-(3-hydroxy-2-phosphonomethoxypropyl)adenine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,,1
392,STAVUDINE,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Cc1cn(C2OC(C=C2)CO)c(=O)[nH]c1=O,,1
393,Didanosine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,OCC1CCC(O1)n1cnc2c1nc[nH]c2=O,,1
394,Zalcitabine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,Nc1ccn(c(=O)n1)C1CCC(O1)CO,,1
395,Pyrimidinedione,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,O=c1cc[nH]c(=O)[nH]1,,1
396,Emivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CCOCn1c(=O)[nH]c(=O)c(c1Cc1ccccc1)C(C)C,,1
397,Delavirdine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,,1
398,Dapivirine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,N#Cc1ccc(cc1)Nc1nccc(n1)Nc1c(C)cc(cc1C)C,,1
399,TIBO,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=CCN1Cc2cccc3c2n(CC1C)c(=S)[nH]3)C,,1
400,Tivirapine,SARS-CoV-2,10.1016/j.apsb.2020.02.008,computational,CC(=CCN1Cc2c(Cl)ccc3c2n(CC1C)c(=S)[nH]3)C,,1
